id,gist_name,local_name,status,steam_name,steam_category,req_str,req_dex,req_int,req_fth,model,wepmotionCategory,spAtkcategory,behaviorVariationId,notes
2008000,Gough's Great Arrow,Gough's Great Arrow,excluded_ammo_or_non_weapon,,,,,,,WP_A_1399,0,0,1008,
2099000,Arrow,Arrow,excluded_ammo_or_non_weapon,,,,,,,WP_A_2025,0,0,1000,
2100000,Standard Bolt,Standard Bolt,excluded_ammo_or_non_weapon,,,,,,,WP_A_1700,0,0,1100,
2101000,Heavy Bolt,Heavy Bolt,excluded_ammo_or_non_weapon,,,,,,,WP_A_1700,0,0,1101,
2102000,Sniper Bolt,Sniper Bolt,excluded_ammo_or_non_weapon,,,,,,,WP_A_1700,0,0,1102,
2103000,Wood Bolt,Wood Bolt,excluded_ammo_or_non_weapon,,,,,,,WP_A_1700,0,0,1103,
2104000,Lightning Bolt,Lightning Bolt,excluded_ammo_or_non_weapon,,,,,,,WP_A_1700,0,0,1104,
2199000,Bolt,Bolt,excluded_ammo_or_non_weapon,,,,,,,WP_A_2026,0,0,1100,
9000000,Effigy Shield,Effigy Shield,shield_match,Effigy Shield,Small Shields,10,0,0,16,WP_A_1542,48,0,4801,matched_from_shield_guide
9001000,Sanctus,Sanctus,shield_match,Sanctus,Standard Shields,10,0,0,18,WP_A_1543,48,0,4800,matched_from_shield_guide
9002000,Bloodshield,Bloodshield,shield_match,Bloodshield,Standard Shields,10,0,0,0,WP_A_1544,48,0,4800,matched_from_shield_guide
9003000,Black Iron Greatshield,Black Iron Greatshield,shield_match,Black Iron Greatshield,Greatshields,34,0,0,0,WP_A_1545,47,0,4700,matched_from_shield_guide
9004000,デザインコンテスト用盾Ｅ,,excluded_unused_japanese_name,,,,,,,WP_A_1546,48,0,4800,
9005000,デザインコンテスト用盾Ｆ,,excluded_unused_japanese_name,,,,,,,WP_A_1547,48,0,4800,
9006000,デザインコンテスト用盾Ｇ,,excluded_unused_japanese_name,,,,,,,WP_A_1548,48,0,4800,
9007000,デザインコンテスト用盾Ｈ,,excluded_unused_japanese_name,,,,,,,WP_A_1549,48,0,4800,
9010000,Gold Tracer,Gold Tracer,exact_match,Gold Tracer,Curved Swords,9,25,0,0,WP_A_0110,28,132,2805,
9011000,Dark Silver Tracer,Dark Silver Tracer,exact_match,Dark Silver Tracer,Daggers,5,25,0,0,WP_A_0111,20,130,2004,
9012000,Abyss Greatsword,Abyss Greatsword,exact_match,Abyss Greatsword,Greatswords,22,18,18,18,WP_A_0274,25,131,2508,
9013000,Abyss Greatsword,Abyss Greatsword,exact_match,Abyss Greatsword,Greatswords,22,18,18,18,WP_A_0274,25,131,2508,
9014000,Cleansing Greatshield,Cleansing Greatshield,shield_match,Cleansing Greatshield,Greatshields,31,0,0,0,WP_A_1550,47,0,4700,matched_from_shield_guide
9015000,Stone Greataxe,Stone Greataxe,exact_match,Stone Greataxe,Great Axes,48,10,0,0,WP_A_0510,32,133,3204,
9016000,Four-pronged Plow,Four-pronged Plow,exact_match,Four-pronged Plow,Spears,15,12,0,0,WP_A_0740,36,134,3607,
9017000,Manus Catalyst,Manus Catalyst,exact_match,Manus Catalyst,Catalysts,10,10,0,0,WP_A_0921,41,136,4104,
9018000,Oolacile Catalyst,Oolacile Catalyst,exact_match,Oolacile Catalyst,Catalysts,6,0,10,0,WP_A_0920,41,0,4101,
9019000,Guardian Tail,Guardian Tail,exact_match,Guardian Tail,Whips,15,10,0,0,WP_A_1210,43,0,4300,
9020000,Obsidian Greatsword,Obsidian Greatsword,exact_match,Obsidian Greatsword,Greatswords,20,16,0,0,WP_A_0240,25,135,2509,
9021000,Gough's Greatbow,Gough's Greatbow,exact_match,Gough's Greatbow,Greatbows,27,20,0,0,WP_A_1361,44,83,4400,
